"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","complex; input","-","1.0",,"DTL (FI) RFC1","true",,"DTL (FI) RFC1"
"FI","predicted","-","0.91",,"BLM (FI) CDC25C","true",,"BLM (FI) CDC25C"
"FI","activate; complex; input","->","1.0",,"HEATR1 (FI) WDR36","true",,"HEATR1 (FI) WDR36"
"FI","predicted","-","0.97",,"AURKA (FI) SPAG5","true",,"AURKA (FI) SPAG5"
"FI","PPrel: activation; complex; input","->","1.0",,"FGFR3 (FI) PIK3CB","true",,"FGFR3 (FI) PIK3CB"
"FI","predicted","-","0.96",,"BLM (FI) CDC25A","true",,"BLM (FI) CDC25A"
"FI","predicted","-","0.92",,"BRIP1 (FI) FANCA","true",,"BRIP1 (FI) FANCA"
"FI","predicted","-","0.9",,"CCNA2 (FI) MKI67","true",,"CCNA2 (FI) MKI67"
"FI","activated by; catalyze; complex; input","<->","1.0",,"CHEK2 (FI) RAD50","true",,"CHEK2 (FI) RAD50"
"FI","predicted","-","0.93",,"CHEK1 (FI) CHEK2","true",,"CHEK1 (FI) CHEK2"
"FI","predicted","-","0.94",,"DTL (FI) FAM111B","true",,"DTL (FI) FAM111B"
"FI","predicted","-","0.9",,"ZNF443 (FI) ZNF700","true",,"ZNF443 (FI) ZNF700"
"FI","predicted","-","0.9",,"ESPL1 (FI) POLQ","true",,"ESPL1 (FI) POLQ"
"FI","predicted","-","0.98",,"CCNA2 (FI) MAD2L1","true",,"CCNA2 (FI) MAD2L1"
"FI","predicted","-","0.96",,"CDK1 (FI) HELLS","true",,"CDK1 (FI) HELLS"
"FI","PPrel: activated by; PPrel: binding/association; activated by; complex; input","<-","1.0",,"APAF1 (FI) CYCS","true",,"APAF1 (FI) CYCS"
"FI","input","-","1.0",,"NCOA3 (FI) SUZ12","true",,"NCOA3 (FI) SUZ12"
"FI","PPrel: ubiquitinated","-","1.0",,"FGFR3 (FI) ITCH","true",,"FGFR3 (FI) ITCH"
"FI","complex; input","-","1.0",,"CFTR (FI) PIK3C2A","true",,"CFTR (FI) PIK3C2A"
"FI","predicted","-","0.91",,"BLM (FI) DTL","true",,"BLM (FI) DTL"
"FI","predicted","-","0.96",,"PDS5A (FI) RIF1","true",,"PDS5A (FI) RIF1"
"FI","predicted","-","0.92",,"ARHGAP11A (FI) RRM2","true",,"ARHGAP11A (FI) RRM2"
"FI","catalyze","->","1.0",,"CDK1 (FI) DSN1","true",,"CDK1 (FI) DSN1"
"FI","catalyzed by; complex; input","<-","1.0",,"INTS2 (FI) TAF5","true",,"INTS2 (FI) TAF5"
"FI","PPrel: inhibited by; activate; inhibited by","|->","1.0",,"E2F2 (FI) RBL1","true",,"E2F2 (FI) RBL1"
"FI","complex; input","-","1.0",,"CD2AP (FI) PIK3CB","true",,"CD2AP (FI) PIK3CB"
"FI","predicted","-","0.91",,"PRKDC (FI) TOP2A","true",,"PRKDC (FI) TOP2A"
"FI","expression regulated by","<-","1.0",,"TFRC (FI) TP53","true",,"TFRC (FI) TP53"
"FI","complex","-","1.0",,"CEP63 (FI) IQCB1","true",,"CEP63 (FI) IQCB1"
"FI","predicted","-","0.97",,"CENPF (FI) DEPDC1","true",,"CENPF (FI) DEPDC1"
"FI","complex; input","-","1.0",,"CENPK (FI) NUF2","true",,"CENPK (FI) NUF2"
"FI","complex; input","-","1.0",,"CDC7 (FI) MCM8","true",,"CDC7 (FI) MCM8"
"FI","predicted","-","0.93",,"FANCD2 (FI) RAD18","true",,"FANCD2 (FI) RAD18"
"FI","predicted","-","0.94",,"CDK1 (FI) KIF20B","true",,"CDK1 (FI) KIF20B"
"FI","predicted","-","0.95",,"BRIX1 (FI) NOLC1","true",,"BRIX1 (FI) NOLC1"
"FI","predicted","-","0.92",,"CDK1 (FI) SIRT1","true",,"CDK1 (FI) SIRT1"
"FI","GErel: expression","->","1.0",,"FOXO3 (FI) PLK4","true",,"FOXO3 (FI) PLK4"
"FI","predicted","-","0.92",,"ARHGAP11A (FI) DEPDC1","true",,"ARHGAP11A (FI) DEPDC1"
"FI","complex","-","1.0",,"CEP63 (FI) HAUS3","true",,"CEP63 (FI) HAUS3"
"FI","complex; input","-","1.0",,"BRD7 (FI) TP53","true",,"BRD7 (FI) TP53"
"FI","predicted","-","0.92",,"BRIX1 (FI) UTP15","true",,"BRIX1 (FI) UTP15"
"FI","activate; complex; input","->","1.0",,"NOL11 (FI) UTP14A","true",,"NOL11 (FI) UTP14A"
"FI","predicted","-","0.89",,"CCNA2 (FI) GINS1","true",,"CCNA2 (FI) GINS1"
"FI","predicted","-","0.97",,"BUB1B (FI) CDC25A","true",,"BUB1B (FI) CDC25A"
"FI","predicted","-","0.97",,"BUB1B (FI) CDC25C","true",,"BUB1B (FI) CDC25C"
"FI","inhibite","-|","1.0",,"BRCA2 (FI) POLQ","true",,"BRCA2 (FI) POLQ"
"FI","expression regulated by","<-","1.0",,"SATB2 (FI) SUZ12","true",,"SATB2 (FI) SUZ12"
"FI","complex","-","1.0",,"DDX52 (FI) UTP14A","true",,"DDX52 (FI) UTP14A"
"FI","predicted","-","0.89",,"PANK1 (FI) PANK3","false",,"PANK1 (FI) PANK3"
"FI","catalyzed by; complex; input","<-","1.0",,"INTS8 (FI) RPAP2","true",,"INTS8 (FI) RPAP2"
"FI","complex; input","-","1.0",,"OFD1 (FI) TPX2","true",,"OFD1 (FI) TPX2"
"FI","predicted","-","0.92",,"CENPE (FI) DEPDC1B","true",,"CENPE (FI) DEPDC1B"
"FI","expression regulated by","<-","1.0",,"TOP2A (FI) TP53","true",,"TOP2A (FI) TP53"
"FI","predicted","-","0.98",,"CENPE (FI) TPX2","true",,"CENPE (FI) TPX2"
"FI","complex; input","-","1.0",,"CEP250 (FI) HMMR","true",,"CEP250 (FI) HMMR"
"FI","complex","-","1.0",,"MPHOSPH10 (FI) WDR36","true",,"MPHOSPH10 (FI) WDR36"
"FI","predicted","-","0.97",,"CCNA2 (FI) CENPF","true",,"CCNA2 (FI) CENPF"
"FI","predicted","-","0.98",,"CCNA2 (FI) CENPE","true",,"CCNA2 (FI) CENPE"
"FI","predicted","-","0.9",,"ZNF692 (FI) ZNF92","true",,"ZNF692 (FI) ZNF92"
"FI","activate","->","1.0",,"CASP1 (FI) EIF4E","true",,"CASP1 (FI) EIF4E"
"FI","predicted","-","0.96",,"KIF14 (FI) KIF15","true",,"KIF14 (FI) KIF15"
"FI","predicted","-","0.91",,"KIF11 (FI) KNTC1","true",,"KIF11 (FI) KNTC1"
"FI","catalyzed by; input","<-","1.0",,"MRPL42 (FI) MTIF2","false",,"MRPL42 (FI) MTIF2"
"FI","complex","-","1.0",,"HAUS3 (FI) OFD1","true",,"HAUS3 (FI) OFD1"
"FI","predicted","-","0.97",,"MAD2L1 (FI) SPAG5","true",,"MAD2L1 (FI) SPAG5"
"FI","complex","-","1.0",,"AKAP9 (FI) CEP152","true",,"AKAP9 (FI) CEP152"
"FI","expression regulates","->","1.0",,"CEBPA (FI) ITGA2","true",,"CEBPA (FI) ITGA2"
"FI","catalyze; catalyzed by; input","<->","1.0",,"RLIM (FI) SKP2","true",,"RLIM (FI) SKP2"
"FI","catalyze","->","1.0",,"CDK1 (FI) NCAPG","true",,"CDK1 (FI) NCAPG"
"FI","catalyzed by; input","<-","1.0",,"CCAR1 (FI) LUC7L3","true",,"CCAR1 (FI) LUC7L3"
"FI","predicted","-","0.91",,"CCNA2 (FI) RBL1","true",,"CCNA2 (FI) RBL1"
"FI","predicted","-","0.9",,"AURKA (FI) RRM2","true",,"AURKA (FI) RRM2"
"FI","predicted","-","0.91",,"CHEK2 (FI) SMC3","true",,"CHEK2 (FI) SMC3"
"FI","predicted","-","0.97",,"BLM (FI) RFC1","true",,"BLM (FI) RFC1"
"FI","expression regulated by","<-","1.0",,"CASP1 (FI) TP53","true",,"CASP1 (FI) TP53"
"FI","predicted","-","0.9",,"ARHGAP11A (FI) BLM","true",,"ARHGAP11A (FI) BLM"
"FI","predicted","-","0.9",,"CKAP2L (FI) KIF20B","true",,"CKAP2L (FI) KIF20B"
"FI","predicted","-","0.94",,"ASPM (FI) SPAG5","true",,"ASPM (FI) SPAG5"
"FI","predicted","-","0.9",,"ZNF217 (FI) ZNF431","true",,"ZNF217 (FI) ZNF431"
"FI","complex; input","-","1.0",,"CEP152 (FI) RAB3IP","true",,"CEP152 (FI) RAB3IP"
"FI","complex; input","-","1.0",,"KIF2A (FI) PDS5A","true",,"KIF2A (FI) PDS5A"
"FI","expression regulated by","<-","1.0",,"HNF4A (FI) HNF4G","true",,"HNF4A (FI) HNF4G"
"FI","predicted","-","0.92",,"BLM (FI) CDK1","true",,"BLM (FI) CDK1"
"FI","catalyzed by; complex; input; reaction","<-","1.0",,"NCOA3 (FI) NCOA6","true",,"NCOA3 (FI) NCOA6"
"FI","predicted","-","0.94",,"KIF15 (FI) MKI67","true",,"KIF15 (FI) MKI67"
"FI","complex; input","-","1.0",,"CCL20 (FI) GNG4","true",,"CCL20 (FI) GNG4"
"FI","predicted","-","0.89",,"CDC7 (FI) CDK1","true",,"CDC7 (FI) CDK1"
"FI","PPrel: ubiquitination; activate; complex; input","->","1.0",,"FANCA (FI) FANCD2","true",,"FANCA (FI) FANCD2"
"FI","predicted","-","0.95",,"CENPE (FI) KIF20B","true",,"CENPE (FI) KIF20B"
"FI","complex; input","-","1.0",,"CEP152 (FI) HMMR","true",,"CEP152 (FI) HMMR"
"FI","predicted","-","0.91",,"BCL11A (FI) ZNF217","true",,"BCL11A (FI) ZNF217"
"FI","complex","-","1.0",,"DDX52 (FI) MPHOSPH10","true",,"DDX52 (FI) MPHOSPH10"
"FI","predicted","-","0.93",,"DBF4 (FI) DNA2","true",,"DBF4 (FI) DNA2"
"FI","predicted","-","0.9",,"ZNF441 (FI) ZNF799","true",,"ZNF441 (FI) ZNF799"
"FI","PPrel: binding/association; complex; input","-","1.0",,"BRCA1 (FI) BRIP1","true",,"BRCA1 (FI) BRIP1"
"FI","predicted","-","0.9",,"DTL (FI) MAD2L1","true",,"DTL (FI) MAD2L1"
"FI","activated by","<-","1.0",,"EIF4E (FI) NUP155","true",,"EIF4E (FI) NUP155"
"FI","PPrel: activated by; complex; input","<-","1.0",,"ERBB3 (FI) EREG","true",,"ERBB3 (FI) EREG"
"FI","activated by; inhibite","<-|","1.0",,"MECOM (FI) PPARG","true",,"MECOM (FI) PPARG"
"FI","activated by; inhibite","<-|","1.0",,"MECOM (FI) TP53","true",,"MECOM (FI) TP53"
"FI","predicted","-","0.9",,"CCNA2 (FI) NEIL3","true",,"CCNA2 (FI) NEIL3"
"FI","predicted","-","0.93",,"CEP63 (FI) SASS6","true",,"CEP63 (FI) SASS6"
"FI","complex; input","-","1.0",,"NCOA3 (FI) NR5A2","true",,"NCOA3 (FI) NR5A2"
"FI","complex","-","1.0",,"AURKA (FI) HAUS3","true",,"AURKA (FI) HAUS3"
"FI","predicted","-","0.96",,"CDC25A (FI) SPAG5","true",,"CDC25A (FI) SPAG5"
"FI","predicted","-","0.91",,"DTL (FI) USP1","true",,"DTL (FI) USP1"
"FI","predicted","-","0.93",,"ZNF485 (FI) ZNF664","true",,"ZNF485 (FI) ZNF664"
"FI","complex; input","-","1.0",,"BUB1B (FI) SMC3","true",,"BUB1B (FI) SMC3"
"FI","predicted","-","0.89",,"E2F7 (FI) RBL1","true",,"E2F7 (FI) RBL1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"FOXO3 (FI) SGK2","true",,"FOXO3 (FI) SGK2"
"FI","catalyzed by","<-","1.0",,"CENPE (FI) ESPL1","true",,"CENPE (FI) ESPL1"
"FI","predicted","-","0.93",,"KIF14 (FI) SKA3","true",,"KIF14 (FI) SKA3"
"FI","expression regulates","->","1.0",,"HNF4A (FI) TDP2","true",,"HNF4A (FI) TDP2"
"FI","predicted","-","0.94",,"CHEK1 (FI) TPX2","true",,"CHEK1 (FI) TPX2"
"FI","predicted","-","0.9",,"DNA2 (FI) RAD54B","true",,"DNA2 (FI) RAD54B"
"FI","complex","-","1.0",,"MPHOSPH10 (FI) NOP58","true",,"MPHOSPH10 (FI) NOP58"
"FI","predicted","-","0.89",,"KIF20B (FI) SMC4","true",,"KIF20B (FI) SMC4"
"FI","reaction","-","1.0",,"IHH (FI) SHH","true",,"IHH (FI) SHH"
"FI","predicted","-","0.93",,"AURKA (FI) NCAPG2","true",,"AURKA (FI) NCAPG2"
"FI","complex","-","1.0",,"RALGAPA2 (FI) RALGAPB","false",,"RALGAPA2 (FI) RALGAPB"
"FI","reaction","-","1.0",,"E2F2 (FI) TP53","true",,"E2F2 (FI) TP53"
"FI","complex; input","-","1.0",,"DSN1 (FI) PDS5A","true",,"DSN1 (FI) PDS5A"
"FI","expression regulated by","<-","1.0",,"NOS2 (FI) TP53","true",,"NOS2 (FI) TP53"
"FI","complex","-","1.0",,"CASK (FI) PLS1","false",,"CASK (FI) PLS1"
"FI","predicted","-","0.9",,"POLQ (FI) RAD54B","true",,"POLQ (FI) RAD54B"
"FI","PPrel; complex; input","-","1.0",,"BRCA1 (FI) BRCA2","true",,"BRCA1 (FI) BRCA2"
"FI","PPrel: inhibited by, phosphorylated by; activated by; catalyzed by","-","1.0",,"CDC25C (FI) CHEK1","true",,"CDC25C (FI) CHEK1"
"FI","predicted","-","0.94",,"SPAG5 (FI) TOP2A","true",,"SPAG5 (FI) TOP2A"
"FI","predicted","-","0.89",,"KIF11 (FI) NCAPG","true",,"KIF11 (FI) NCAPG"
"FI","predicted","-","0.9",,"HELLS (FI) KIF20B","true",,"HELLS (FI) KIF20B"
"FI","PPrel: inhibited by, phosphorylated by; activated by; catalyzed by","-","1.0",,"CDC25C (FI) CHEK2","true",,"CDC25C (FI) CHEK2"
"FI","complex","-","1.0",,"OGT (FI) PHF20","true",,"OGT (FI) PHF20"
"FI","catalyze; complex; input","->","1.0",,"GTF2F2 (FI) INTS8","true",,"GTF2F2 (FI) INTS8"
"FI","complex; input","-","1.0",,"BLM (FI) FANCF","true",,"BLM (FI) FANCF"
"FI","PPrel: activation, phosphorylation; complex; input","->","1.0",,"PRKDC (FI) TP53","true",,"PRKDC (FI) TP53"
"FI","ECrel: compound","-","1.0",,"PI4K2B (FI) PLCE1","true",,"PI4K2B (FI) PLCE1"
"FI","predicted","-","0.94",,"NEK3 (FI) PDIK1L","false",,"NEK3 (FI) PDIK1L"
"FI","predicted","-","0.9",,"PUS7L (FI) TRUB1","false",,"PUS7L (FI) TRUB1"
"FI","predicted","-","0.95",,"CHEK1 (FI) DTL","true",,"CHEK1 (FI) DTL"
"FI","expression regulates","->","1.0",,"HNF4A (FI) ZNF823","true",,"HNF4A (FI) ZNF823"
"FI","predicted","-","0.91",,"FANCD2 (FI) USP7","true",,"FANCD2 (FI) USP7"
"FI","predicted","-","0.9",,"BRCA1 (FI) RFC1","true",,"BRCA1 (FI) RFC1"
"FI","predicted","-","0.92",,"BUB1B (FI) DEPDC1","true",,"BUB1B (FI) DEPDC1"
"FI","catalyze; complex; input","->","1.0",,"BLM (FI) DNA2","true",,"BLM (FI) DNA2"
"FI","predicted","-","0.93",,"DEPDC1 (FI) PLK4","true",,"DEPDC1 (FI) PLK4"
"FI","predicted","-","0.94",,"SKA3 (FI) SPAG5","true",,"SKA3 (FI) SPAG5"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"PFKFB2 (FI) PRKAA1","true",,"PFKFB2 (FI) PRKAA1"
"FI","expression regulates","->","1.0",,"HNF4A (FI) SLC40A1","true",,"HNF4A (FI) SLC40A1"
"FI","complex","-","1.0",,"DDX21 (FI) GNL3","true",,"DDX21 (FI) GNL3"
"FI","predicted","-","0.98",,"CCNA2 (FI) NCAPG","true",,"CCNA2 (FI) NCAPG"
"FI","predicted","-","0.98",,"CEP152 (FI) SASS6","true",,"CEP152 (FI) SASS6"
"FI","predicted","-","0.9",,"TAF4 (FI) ZNF692","true",,"TAF4 (FI) ZNF692"
"FI","complex; input","-","1.0",,"CEP290 (FI) TPX2","true",,"CEP290 (FI) TPX2"
"FI","predicted","-","0.97",,"BRIP1 (FI) FANCD2","true",,"BRIP1 (FI) FANCD2"
"FI","catalyzed by","<-","1.0",,"TP53 (FI) TP53RK","true",,"TP53 (FI) TP53RK"
"FI","activate; catalyze; complex; input","->","1.0",,"TAB3 (FI) UBE2V1","true",,"TAB3 (FI) UBE2V1"
"FI","complex; input","-","1.0",,"DDX21 (FI) TAF1D","true",,"DDX21 (FI) TAF1D"
"FI","predicted","-","0.9",,"ATR (FI) TOP2A","true",,"ATR (FI) TOP2A"
"FI","predicted","-","0.9",,"ZNF493 (FI) ZNF782","true",,"ZNF493 (FI) ZNF782"
"FI","complex; input","-","1.0",,"BLM (FI) FANCA","true",,"BLM (FI) FANCA"
"FI","complex; input","-","1.0",,"KNTC1 (FI) PDS5A","true",,"KNTC1 (FI) PDS5A"
"FI","predicted","-","0.89",,"ZFP62 (FI) ZNF485","true",,"ZFP62 (FI) ZNF485"
"FI","predicted","-","0.9",,"BLM (FI) KIF15","true",,"BLM (FI) KIF15"
"FI","catalyze; complex; input","->","1.0",,"GTF2F2 (FI) INTS2","true",,"GTF2F2 (FI) INTS2"
"FI","complex","-","1.0",,"CDK1 (FI) CEP290","true",,"CDK1 (FI) CEP290"
"FI","PPrel: phosphorylation; activate; complex; input","->","1.0",,"ATR (FI) BRCA1","true",,"ATR (FI) BRCA1"
"FI","predicted","-","0.96",,"CDC25C (FI) NUF2","true",,"CDC25C (FI) NUF2"
"FI","activated by; catalyzed by; inhibited by","-","1.0",,"FANCD2 (FI) USP1","true",,"FANCD2 (FI) USP1"
"FI","complex","-","1.0",,"CEP152 (FI) CEP250","true",,"CEP152 (FI) CEP250"
"FI","complex; input","-","1.0",,"BUB1B (FI) DSN1","true",,"BUB1B (FI) DSN1"
"FI","complex; input","-","1.0",,"FANCA (FI) FANCF","true",,"FANCA (FI) FANCF"
"FI","predicted","-","0.93",,"CDC25A (FI) TPX2","true",,"CDC25A (FI) TPX2"
"FI","activate; input","->","1.0",,"ATR (FI) BRCA2","true",,"ATR (FI) BRCA2"
"FI","predicted","-","0.94",,"CHEK1 (FI) PRKDC","true",,"CHEK1 (FI) PRKDC"
"FI","catalyze","->","1.0",,"ATR (FI) MCM8","true",,"ATR (FI) MCM8"
"FI","predicted","-","0.89",,"KIF20B (FI) SKA3","true",,"KIF20B (FI) SKA3"
"FI","predicted","-","0.95",,"TUBD1 (FI) TUBE1","false",,"TUBD1 (FI) TUBE1"
"FI","predicted","-","0.97",,"ATAD2 (FI) TOP2A","true",,"ATAD2 (FI) TOP2A"
"FI","complex; input","-","1.0",,"CHEK1 (FI) DNA2","true",,"CHEK1 (FI) DNA2"
"FI","predicted","-","0.96",,"CENPE (FI) KIF14","true",,"CENPE (FI) KIF14"
"FI","predicted","-","0.96",,"CENPE (FI) KIF11","true",,"CENPE (FI) KIF11"
"FI","PPrel: activation; PPrel: dissociation; complex; input","->","1.0",,"IHH (FI) PTCH1","true",,"IHH (FI) PTCH1"
"FI","predicted","-","0.93",,"EEA1 (FI) STX16","true",,"EEA1 (FI) STX16"
"FI","predicted","-","0.91",,"CBX5 (FI) ZNF518A","true",,"CBX5 (FI) ZNF518A"
"FI","complex","-","1.0",,"TP53 (FI) USP24","true",,"TP53 (FI) USP24"
"FI","predicted","-","0.98",,"CENPE (FI) KIF15","true",,"CENPE (FI) KIF15"
"FI","predicted","-","0.9",,"CENPE (FI) RRM2","true",,"CENPE (FI) RRM2"
"FI","complex; input","-","1.0",,"AREG (FI) FNBP1L","true",,"AREG (FI) FNBP1L"
"FI","complex; input","-","1.0",,"ATR (FI) BRIP1","true",,"ATR (FI) BRIP1"
"FI","catalyze","->","1.0",,"CDK1 (FI) NUF2","true",,"CDK1 (FI) NUF2"
"FI","PPrel: activation; PPrel: activation, binding/association; complex; input","->","1.0",,"CCL20 (FI) CCR6","true",,"CCL20 (FI) CCR6"
"FI","predicted","-","0.94",,"KIF14 (FI) MAD2L1","true",,"KIF14 (FI) MAD2L1"
"FI","predicted","-","0.96",,"KIF14 (FI) NUF2","true",,"KIF14 (FI) NUF2"
"FI","predicted","-","0.92",,"RAD50 (FI) SMARCAD1","true",,"RAD50 (FI) SMARCAD1"
"FI","predicted","-","0.91",,"ZNF124 (FI) ZNF440","true",,"ZNF124 (FI) ZNF440"
"FI","predicted","-","0.92",,"KIF15 (FI) KIF20B","true",,"KIF15 (FI) KIF20B"
"FI","predicted","-","0.97",,"DEPDC1 (FI) DEPDC1B","true",,"DEPDC1 (FI) DEPDC1B"
"FI","predicted","-","0.91",,"HNF4G (FI) NR5A2","true",,"HNF4G (FI) NR5A2"
"FI","predicted","-","0.9",,"SLC19A2 (FI) SLC19A3","false",,"SLC19A2 (FI) SLC19A3"
"FI","complex; input","-","1.0",,"CENPE (FI) KIF2A","true",,"CENPE (FI) KIF2A"
"FI","predicted","-","0.89",,"ARHGAP11B (FI) ASPM","true",,"ARHGAP11B (FI) ASPM"
"FI","complex; input","-","1.0",,"CCAR1 (FI) DDX46","true",,"CCAR1 (FI) DDX46"
"FI","predicted","-","0.95",,"CDC25C (FI) SKA3","true",,"CDC25C (FI) SKA3"
"FI","predicted","-","0.9",,"ZNF799 (FI) ZNF823","true",,"ZNF799 (FI) ZNF823"
"FI","PPrel: inhibited, indirect effect","|-","1.0",,"FOXO3 (FI) PIK3CB","true",,"FOXO3 (FI) PIK3CB"
"FI","ECrel: compound","-","1.0",,"PI4K2B (FI) PIP5K1B","true",,"PI4K2B (FI) PIP5K1B"
"FI","activate; inhibited by","|->","1.0",,"E2F2 (FI) E2F7","true",,"E2F2 (FI) E2F7"
"FI","predicted","-","0.96",,"PDS5A (FI) RFC1","true",,"PDS5A (FI) RFC1"
"FI","predicted","-","0.96",,"E2F2 (FI) E2F5","true",,"E2F2 (FI) E2F5"
"FI","activated by; complex; input","<-","1.0",,"DDX52 (FI) NOL11","true",,"DDX52 (FI) NOL11"
"FI","predicted","-","0.9",,"ZNF33A (FI) ZNF721","true",,"ZNF33A (FI) ZNF721"
"FI","complex","-","1.0",,"CDK1 (FI) CEP250","true",,"CDK1 (FI) CEP250"
"FI","activated by; complex; input","<-","1.0",,"MPHOSPH10 (FI) NOL11","true",,"MPHOSPH10 (FI) NOL11"
"FI","complex","-","1.0",,"CEP250 (FI) IQCB1","true",,"CEP250 (FI) IQCB1"
"FI","PPrel: activation; complex; input","->","1.0",,"FGFR4 (FI) PIK3CB","true",,"FGFR4 (FI) PIK3CB"
"FI","GErel: expression by","<-","1.0",,"ACOX1 (FI) PPARA","true",,"ACOX1 (FI) PPARA"
"FI","complex; input","-","1.0",,"BIN1 (FI) TFRC","true",,"BIN1 (FI) TFRC"
"FI","predicted","-","0.96",,"NUF2 (FI) TPX2","true",,"NUF2 (FI) TPX2"
"FI","complex; input","-","1.0",,"CDK1 (FI) HMMR","true",,"CDK1 (FI) HMMR"
"FI","predicted","-","0.91",,"BUB1B (FI) NEIL3","true",,"BUB1B (FI) NEIL3"
"FI","predicted","-","0.94",,"BLM (FI) CHEK2","true",,"BLM (FI) CHEK2"
"FI","activated by","<-","1.0",,"BRCA1 (FI) MND1","true",,"BRCA1 (FI) MND1"
"FI","complex; input","-","1.0",,"BLM (FI) CHEK1","true",,"BLM (FI) CHEK1"
"FI","predicted","-","0.9",,"ZNF441 (FI) ZNF823","true",,"ZNF441 (FI) ZNF823"
"FI","activate","->","1.0",,"RAD50 (FI) SMC3","true",,"RAD50 (FI) SMC3"
"FI","complex","-","1.0",,"CEP72 (FI) PLK4","true",,"CEP72 (FI) PLK4"
"FI","expression regulates","->","1.0",,"POU5F1 (FI) ZMYND8","true",,"POU5F1 (FI) ZMYND8"
"FI","complex; input","-","1.0",,"GTF2F2 (FI) RBM39","true",,"GTF2F2 (FI) RBM39"
"FI","predicted","-","0.94",,"CDK1 (FI) CEP55","true",,"CDK1 (FI) CEP55"
"FI","predicted","-","0.93",,"CEBPA (FI) RBL1","true",,"CEBPA (FI) RBL1"
"FI","predicted","-","0.91",,"HNF4A (FI) PPARGC1B","true",,"HNF4A (FI) PPARGC1B"
"FI","complex","-","1.0",,"AURKA (FI) OFD1","true",,"AURKA (FI) OFD1"
"FI","predicted","-","0.93",,"KIF11 (FI) NUF2","true",,"KIF11 (FI) NUF2"
"FI","predicted","-","0.91",,"DEPDC1 (FI) NUF2","true",,"DEPDC1 (FI) NUF2"
"FI","expression regulated by","<-","1.0",,"ACOX1 (FI) PPARG","true",,"ACOX1 (FI) PPARG"
"FI","predicted","-","0.95",,"DNAJC2 (FI) NAA15","true",,"DNAJC2 (FI) NAA15"
"FI","complex","-","1.0",,"TAF4 (FI) TAF5","true",,"TAF4 (FI) TAF5"
"FI","expression regulated by","<-","1.0",,"CDK1 (FI) MYB","true",,"CDK1 (FI) MYB"
"FI","ECrel: compound","-","1.0",,"PI4K2B (FI) PLCB4","true",,"PI4K2B (FI) PLCB4"
"FI","predicted","-","0.97",,"DTL (FI) POLQ","true",,"DTL (FI) POLQ"
"FI","predicted","-","0.9",,"NEIL3 (FI) TOP2A","true",,"NEIL3 (FI) TOP2A"
"FI","predicted","-","0.9",,"ZKSCAN1 (FI) ZNF692","true",,"ZKSCAN1 (FI) ZNF692"
"FI","predicted","-","0.94",,"PRKDC (FI) TOP1","true",,"PRKDC (FI) TOP1"
"FI","predicted","-","0.92",,"CEP55 (FI) NEIL3","true",,"CEP55 (FI) NEIL3"
"FI","predicted","-","0.9",,"LCOR (FI) ZNF644","true",,"LCOR (FI) ZNF644"
"FI","predicted","-","0.91",,"BRCA1 (FI) USP1","true",,"BRCA1 (FI) USP1"
"FI","catalyze","->","1.0",,"GLCE (FI) GPC4","true",,"GLCE (FI) GPC4"
"FI","predicted","-","0.93",,"CENPF (FI) HELLS","true",,"CENPF (FI) HELLS"
"FI","complex; input","-","1.0",,"OFD1 (FI) RAB3IP","true",,"OFD1 (FI) RAB3IP"
"FI","predicted","-","0.9",,"CDC25C (FI) TOP2A","true",,"CDC25C (FI) TOP2A"
"FI","predicted","-","0.92",,"KNTC1 (FI) NCAPG2","true",,"KNTC1 (FI) NCAPG2"
"FI","predicted","-","0.94",,"BUB1B (FI) KIF20B","true",,"BUB1B (FI) KIF20B"
"FI","complex; input","-","1.0",,"HAUS3 (FI) HMMR","true",,"HAUS3 (FI) HMMR"
"FI","complex; input","-","1.0",,"CENPF (FI) PDS5A","true",,"CENPF (FI) PDS5A"
"FI","predicted","-","0.89",,"KIF20B (FI) NUF2","true",,"KIF20B (FI) NUF2"
"FI","complex","-","1.0",,"CEP152 (FI) CEP290","true",,"CEP152 (FI) CEP290"
"FI","complex","-","1.0",,"CDK1 (FI) CEP63","true",,"CDK1 (FI) CEP63"
"FI","predicted","-","0.95",,"CENPE (FI) UBE2C","true",,"CENPE (FI) UBE2C"
"FI","predicted","-","0.91",,"NAA16 (FI) NAA25","true",,"NAA16 (FI) NAA25"
"FI","predicted","-","0.9",,"BRCA1 (FI) MCM8","true",,"BRCA1 (FI) MCM8"
"FI","predicted","-","0.99",,"AURKA (FI) NCAPG","true",,"AURKA (FI) NCAPG"
"FI","predicted","-","0.94",,"CDC25A (FI) MKI67","true",,"CDC25A (FI) MKI67"
"FI","complex","-","1.0",,"AKAP9 (FI) IQCB1","true",,"AKAP9 (FI) IQCB1"
"FI","PPrel: activated by; PPrel: activated by, phosphorylation","<-","1.0",,"FOXO3 (FI) PRKAA1","true",,"FOXO3 (FI) PRKAA1"
"FI","complex; input","-","1.0",,"ATR (FI) DNA2","true",,"ATR (FI) DNA2"
"FI","complex; input","-","1.0",,"HEATR1 (FI) NOL11","true",,"HEATR1 (FI) NOL11"
