TF_PROT	BS_RNA	Type	22909821
EGR1	POR	Unknown	12011097
EGR1	PPARG	Unknown	14585504
EGR1	PSEN2	Unknown	17516844;20514024
EGR1	PTEN	Activation	20959484
EGR1	PTEN	Unknown	21983014
EGR1	PTGES	Activation	15517885
EGR1	PTGS2	Repression	9988683
EGR1	PTP4A1	Unknown	22431919
EGR1	RBL2	Activation	22228178
EGR1	SLC4A2	Activation	23121767
EGR1	SLC4A2	Unknown	16464174
EGR1	SLC9A3	Activation	9867871
EGR1	SOD1	Activation	20054233
EGR1	SOX18	Unknown	21826097
EGR1	SPRY1	Unknown	20123987
EGR1	STIM1	Activation	19786090
EGR1	STMN1	Unknown	8195167
EGR1	SYN1	Activation	7592648
EGR1	SYN2	Unknown	18698092
EGR1	TBXA2R	Unknown	18798221
EGR1	TCF4	Activation	12757776
EGR1	TFPI2	Unknown	10982796
EGR1	TGFBR2	Unknown	20124442
EGR1	TH	Unknown	19747485
EGR1	TMPO	Activation	10913190;14767560
EGR1	TNF	Activation	17932312
EGR1	TNFSF10	Repression	19508870
EGR1	TOE1	Unknown	9242687
EGR1	TP53	Activation	16990849
EGR1	TP73	Unknown	18780286
EGR1	UBE2S	Activation	20489156
EGR1	VEGFA	Activation	15517885
EGR1	VEGFA	Repression	9049304
EGR1	VEGFA	Unknown	18281035
EGR1	WNT4	Repression	21436631
EGR1	WNT4	Unknown	19651900
EGR2	FASLG	Repression	11493034
EGR2	GJB1	Unknown	24007274
EGR2	IDO1	Unknown	9610618
EGR2	IGF2	Unknown	24007274
EGR2	IL6	Unknown	24007274
EGR2	LIF	Unknown	21179557
EGR2	MPZ	Unknown	24007274
EGR2	PTGS2	Unknown	22510410
EGR2	SCD5	Repression	1906159
EGR3	CAT	Activation	20506119
EGR3	NAB2	Activation	21826097
EGR3	SPRY1	Unknown	22733135
EHF	DCDC2	Repression	12682075
EHF	SPRR1B	Activation	17124180
EHMT2	BIRC5	Unknown	16287849
EHMT2	CDKN1A	Unknown	18850007
EHMT2	RUNX3	Activation	21847359
EHMT2	SIAH1	Repression	8995707
EIF2AK2	CD4	Unknown	20685959
EIF2AK2	IRS2	Unknown	10557089
ELF1	BRCA2	Unknown	12676954
ELF1	CD68	Activation	10233904
ELF1	CYBB	Unknown	7914192
ELF1	ERBB2	Unknown	11971001
ELF1	FCER1A	Repression	19829305
ELF1	FLI1	Activation	20600580
ELF1	MEIS1	Activation	19674970
ELF1	TEK	Activation	15294971
ELF1	TLR9	Unknown	10347098
ELF2	TEK	Activation	18544453
ELF2	VCP	Activation	17060315
ELF3	CLDN7	Unknown	10773884
ELF3	KRT4	Repression	18302674
ELF3	MMP9	Repression	15794755
ELF3	PTGS2	Unknown	9733767
ELF3	SPRR1A	Unknown	12682075
ELF3	SPRR1B	Activation	10773884
ELF3	SPRR2A	Activation	9889002
ELF3	SPRR3	Unknown	12407165
ELF3	TIMP3	Activation	14625302
ELF4	CXCL8	Activation	12438253
ELF4	CXCL8	Repression	15286431
ELF4	HBD	Activation	23393136
ELF4	MDM2	Unknown	12438253
ELF4	MMP9	Repression	20805247
ELF4	TP53	Repression	16740701
ELK1	CITED2	Unknown	19536094
ELK1	DAP3	Unknown	19133234
ELK1	EIF2AK1	Activation	7914192
ELK1	ERBB2	Unknown	22222375
ELK1	EZH2	Activation	11313879;11846562;20682780
ELK1	FOS	Unknown	15806162
ELK1	FOSL1	Activation	11006292
ELK1	FUT4	Unknown	9880563
ELK1	MCL1	Unknown	22689058
ELK1	MECOM	Activation	19757157
ELK1	MUC4	Activation	9690620
ELK1	PDGFB	Unknown	12750007
ELK1	PSEN1	Activation	20224786
ELK1	PTPRZ1	Unknown	16969077
ELK1	SKP2	Unknown	15531578
ELK1	SRF	Unknown	15294971
ELK1	TLR9	Unknown	21044953
ELK1	TNFRSF10B	Activation	16740701
ELK1	WISP2	Unknown	22433566
ELK1	ZFP36	Unknown	12933792
ELK3	MYH6	Repression	9734357
ELK4	FOS	Activation	11846562
ELK4	FOS	Unknown	21846680
ELK4	MCL1	Unknown	21126370
ELK4	NR2C2	Unknown	15851483
ELL	BAX	Repression	15851483
ELL	CDKN1A	Repression	24344198
ELL	E2F1	Repression	15851483
ELL	MDM2	Repression	21672318
EN1	UTRN	Repression	15642786
ENO1	HSD3B2	Unknown	10681589;9119380
ENO1	MYC	Repression	10528225;10802057;18490439;20412594;7880838
ENO1	MYC	Unknown	15382088
ENO1	MYCN	Unknown	19846662
ENO1	PTGS2	Unknown	20056084
EOMES	IFNG	Unknown	22154511
EP300	ABCB1	Unknown	12517954
EP300	ALOX15	Activation	19102934
EP300	BIRC5	Activation	19102934
EP300	BIRC5	Repression	23353771
EP300	BRCA1	Activation	23285190
EP300	BRCA1	Unknown	16270297
EP300	CA9	Activation	12482752
EP300	CCNB2	Unknown	20101207
EP300	CCND1	Unknown	12414652
EP300	CCNE1	Activation	21245169
EP300	CDKN1A	Activation	21858218;22000024
EP300	CDKN1A	Unknown	19419955;22000024
EP300	CDKN2B	Unknown	24058639
EP300	COL1A2	Unknown	18000064
EP300	CRABP1	Activation	9651310
EP300	CREBBP	Unknown	19966855
EP300	CXCL8	Unknown	14605447
EP300	CYBB	Repression	20631054
EP300	CYP1B1	Unknown	19275888
EP300	DNMT1	Activation	19133234
EP300	EIF2AK1	Activation	20368990
EP300	EPO	Activation	9045619
EP300	ERBB2	Unknown	25088689
EP300	EZH2	Unknown	20414733
EP300	GFAP	Activation	17826007
EP300	HINFP	Activation	12836278
EP300	IFNG	Activation	18281476
EP300	IGF1	Unknown	12200149
EP300	IGFBP3	Activation	15482860
EP300	IL12B	Activation	16922677
EP300	IL5	Unknown	19966855
EP300	IL6	Unknown	23884959
EP300	KLK3	Unknown	12954631;16214953
EP300	KRT16	Activation	10713141
EP300	LAMA3	Repression	11591713
EP300	MDM2	Unknown	22675172
EP300	MGMT	Unknown	18985009
EP300	MMP9	Activation	19279113
EP300	MYC	Repression	9560267
EP300	NFKB1	Unknown	18842595
EP300	NR0B2	Activation	18842595
EP300	NR1H4	Repression	17065349
EP300	PARP1	Unknown	10618724
EP300	PCNA	Repression	12471036
EP300	PTGS2	Activation	12057991;17237818;17395887
EP300	PTGS2	Unknown	23285190
EP300	RAD51	Unknown	21146504
EP300	RELA	Unknown	18927113
EP300	RS1	Unknown	17143014
EP300	S100A4	Unknown	11254504
EP300	SLC9A2	Unknown	14565864
EP300	TBXAS1	Activation	15677570
EP300	THBD	Repression	11115495
EP300	TP73	Activation	23670564
EP300	TRIM22	Activation	19281832
EP300	VCAM1	Activation	22789427
EP300	VEGFA	Activation	15752709;18064385
EP300	WT1	Activation	11486036
EP300	YY1	Unknown	16804902
EP300	ZEB1	Unknown	12171890
EPAS1	CA9	Activation	19305150
EPAS1	CCR7	Activation	20495570
EPAS1	COL10A1	Activation	15192019;19616846
EPAS1	FLT1	Activation	15592504
EPAS1	MMP14	Activation	21081659
EPAS1	MSC	Activation	20224786
EPAS1	PTPRZ1	Unknown	15039136
EPAS1	SERPINE1	Activation	23991099
EPAS1	USF2	Unknown	11301389;11751212;16900513;19080330
EPAS1	VEGFA	Activation	15156561;16920734
EPAS1	VEGFA	Unknown	22387547
ERCC2	BAX	Activation	22387547
ERCC2	BCL2	Repression	22387547
ERCC2	CDKN1A	Activation	12713809
ERCC2	CPD	Unknown	9400991
ERCC2	E2F1	Unknown	22387547
ERCC2	LAMTOR5	Repression	22387547
ERCC2	TP53	Activation	24953096
ERCC2	XPA	Unknown	7588608
ERF	ETS2	Repression	9822660
ERF	PRL	Repression	17507653
ERF	UTRN	Repression	19396168
ERG	ADAMTS1	Activation	19359602
ERG	CDH5	Unknown	21814574
ERG	CRISP3	Unknown	19359602;22235125
ERG	CXCL8	Repression	19396168;23918819
ERG	CXCR4	Activation	22235125
ERG	ENG	Activation	19359602
ERG	ENG	Unknown	20860828
ERG	EPB41L3	Repression	20860828
ERG	EPB41L4B	Activation	21536859
ERG	ERG	Activation	12137767
ERG	FGF2	Repression	23185447
ERG	HIST1H4L	Unknown	10022513
ERG	HMOX1	Unknown	21178489
ERG	HPGD	Unknown	22235125
ERG	ICAM1	Repression	10574717;19359602
ERG	ICAM2	Unknown	23027626
ERG	ILK	Repression	23185447
ERG	KCNN2	Unknown	22140532
ERG	PIM1	Activation	24435928
ERG	SOX4	Unknown	21669963
ERG	SPP1	Activation	23319146
ERG	TDRD1	Activation	23555854
ERG	TDRD1	Repression	21170267
ERG	TFF3	Unknown	24418414
ERG	TMPRSS2	Unknown	8895512
ERG	VIM	Activation	22235125
ERG	VWF	Activation	19359602;9444957
ERG	VWF	Unknown	21242973
ERG	WNT11	Activation	21747944
ERG	ZEB1	Unknown	10342828
ESR1	ABCG2	Unknown	10620335
ESR1	AHR	Unknown	13678390
ESR1	AMH	Activation	22391641
ESR1	AR	Activation	11089536
ESR1	AVP	Unknown	19148464
ESR1	BCL2	Activation	10542244;11261829;9306964
ESR1	BCL2	Unknown	17268063
ESR1	BLM	Activation	11782371
ESR1	BRCA1	Unknown	19117054
ESR1	BTG2	Repression	17681750
ESR1	CCNA2	Activation	12554765;15178330;17681750
ESR1	CCND1	Activation	12929585;22892083
ESR1	CCND1	Unknown	18404683
ESR1	CD24	Repression	17893710
ESR1	CDH1	Unknown	22179484
ESR1	CDK4	Unknown	11517191;15378598;16628468
ESR1	CDKN1A	Activation	17681750
ESR1	CDKN1A	Repression	17681750
ESR1	CDKN1B	Repression	19652226
ESR1	CEBPB	Unknown	10037443
ESR1	CHAT	Unknown	12161509
ESR1	CRH	Repression	15345745
ESR1	CRHBP	Activation	16628468
ESR1	CTNNB1	Repression	10037443;19569049
ESR1	CTSD	Unknown	18563714
ESR1	CXCL12	Unknown	12839940
ESR1	CYP19A1	Activation	15837795
ESR1	CYP1A1	Repression	15126349
ESR1	CYP1B1	Unknown	20675569
ESR1	CYP2C19	Repression	15892717
ESR1	DCT	Activation	10446910;12697671
ESR1	E2F1	Unknown	12421825
ESR1	EGFR	Unknown	16636675
ESR1	ESR1	Unknown	12960079
ESR1	ESRRA	Unknown	9794469
ESR1	F12	Activation	17242190
ESR1	FLT1	Unknown	10037443
ESR1	FOS	Unknown	21901488
ESR1	FOXP1	Activation	17666587
ESR1	GREB1	Activation	21984905
ESR1	GREB1	Unknown	10960840
ESR1	HSPB1	Activation	21486948
ESR1	HTRA2	Activation	19876927
ESR1	JAK2	Unknown	11477071
ESR1	JUN	Activation	10037443
ESR1	JUN	Unknown	11477071
ESR1	JUNB	Activation	16574784
ESR1	KDR	Activation	11026574
ESR1	KRT19	Activation	12897156
ESR1	MDM2	Unknown	23527639
ESR1	MICB	Unknown	19185056
ESR1	MMP13	Unknown	15169784
ESR1	MTA3	Unknown	11517191;19569049;22892083
ESR1	MYC	Unknown	20623181
ESR1	NQO1	Repression	16091743
ESR1	NR5A2	Unknown	21486948
ESR1	NRF1	Activation	10411324
ESR1	OXT	Unknown	15087130
ESR1	PELP1	Unknown	10894148;12554765
ESR1	PGR	Activation	10835496
ESR1	PGR	Unknown	19652226
ESR1	PLAC1	Activation	24304549
ESR1	PLAC1	Unknown	22216287
ESR1	PMAIP1	Activation	12149645
ESR1	PTMA	Repression	9626663
ESR1	RARA	Activation	21737465;21947652
ESR1	RET	Unknown	11604227
ESR1	RUNX2	Unknown	11682627
ESR1	SERPINB9	Unknown	15217907
ESR1	SERPINE1	Activation	19652226
ESR1	SP1	Unknown	14592957
ESR1	TAC3	Activation	10805720;16690106;18754863
ESR1	TERT	Activation	11517191;18543253
ESR1	TFF1	Activation	10037443;21984905
ESR1	TFF1	Unknown	11517191
ESR1	TGFA	Activation	10828826
ESR1	TGFA	Unknown	17681750
ESR1	TP53	Repression	10875244
ESR1	TYMS	Unknown	19546240
ESR1	UGT1A4	Activation	19487245
ESR1	UGT2B15	Activation	19398483
ESR1	VEGFA	Activation	10995484;14647449
ESR1	VEGFA	Unknown	22329840
ESR1	YWHAQ	Unknown	22391641
ESR1	ZEB1	Activation	21367855
ESR1	ZFHX3	Activation	11089536
ESR2	AVP	Unknown	18765668
ESR2	BRCA2	Repression	11517296
ESR2	CD68	Unknown	11517191
ESR2	CDKN1A	Activation	10037443
ESR2	CHAT	Unknown	12161509
ESR2	CRH	Repression	10037443
ESR2	CTSD	Unknown	10037443
ESR2	FOS	Unknown	22099628
ESR2	INSR	Repression	10037443
ESR2	JUN	Unknown	11013076
ESR2	MKNK2	Unknown	10411324
ESR2	OXT	Unknown	15087130
ESR2	PELP1	Unknown	11517296
ESR2	PTPRC	Unknown	15217907
ESR2	SERPINE1	Repression	12122114
ESR2	TERT	Unknown	11517191
ESR2	TFF1	Activation	10037443
ESR2	TFF1	Unknown	11517191
ESR2	TGFA	Activation	10995484
ESR2	VEGFA	Unknown	10620335
ESRRA	AHR	Unknown	15955695;20351196;23340254
ESRRA	CYP19A1	Activation	11973645
ESRRA	CYP19A1	Unknown	19536094
ESRRA	DAP3	Unknown	15955695
ESRRA	NR2F1	Repression	15955695
ESRRA	NR2F6	Repression	16923809
ESRRA	NRIP1	Activation	10894149
ESRRA	PNRC1	Unknown	15955695
ESRRA	SNAI1	Repression	15955695
ESRRA	SNAI2	Repression	24667650
ESRRB	BCAS2	Unknown	16314306
ESRRG	NR0B1	Activation	20392592
ETS1	ABCB1	Activation	15003510
ETS1	ANGPT2	Activation	14507917
ETS1	ANPEP	Activation	22914732
ETS1	ATXN2	Unknown	17213822
ETS1	BAX	Repression	15695386
ETS1	BMP4	Activation	24582497
ETS1	EMSY	Unknown	18381358
ETS1	CA9	Repression	16103071
ETS1	CASP1	Activation	19446338
ETS1	CD6	Unknown	8413295
ETS1	CD8A	Activation	18955504
ETS1	CDKN1A	Unknown	17370299
ETS1	CDKN2A	Unknown	15469934
ETS1	CHUK	Activation	16564026
ETS1	COL1A1	Unknown	10533284
ETS1	CR1	Unknown	12475968
ETS1	CSF2	Unknown	7964503
ETS1	CSF3R	Activation	19027835
ETS1	CSNK2A1	Unknown	11389726
ETS1	CSNK2B	Unknown	16829517
ETS1	CTGF	Unknown	10701774
ETS1	CTSB	Unknown	21741415
ETS1	CXCR4	Unknown	20097731
ETS1	DUSP6	Unknown	11723240;9595399
ETS1	ECE1	Activation	19074849
ETS1	EGR1	Activation	9207063
ETS1	EGR1	Unknown	7731694
ETS1	ERG	Activation	10037697
ETS1	F13A1	Unknown	9668098
ETS1	FGFBP1	Unknown	19829305
ETS1	FLI1	Activation	10554042
ETS1	FLT1	Unknown	9867825
ETS1	FOXD1	Unknown	12377757
ETS1	GP6	Activation	15300220
ETS1	GRPR	Activation	10022513
ETS1	HMOX1	Unknown	10650939
ETS1	HPGD	Unknown	21401636
ETS1	IGFBP1	Unknown	7876544
ETS1	IL2	Repression	8413220
ETS1	IL2RB	Activation	8704203
ETS1	IL3	Unknown	10212281
ETS1	IL5	Activation	11556732
ETS1	ITGB3	Unknown	24280132
ETS1	CIP2A	Activation	7970721
ETS1	LCK	Activation	11424091
ETS1	MDM2	Repression	10438459
ETS1	MGAT5	Unknown	15972796;16278291;17283078
ETS1	MMP1	Activation	10949659;11556732;21244711
ETS1	MMP1	Unknown	20432469
ETS1	MMP10	Unknown	22270366
ETS1	MMP13	Activation	10358095;10949659;11556732;12034715
ETS1	MMP3	Unknown	22270366
ETS1	MMP9	Activation	10949659;11556732
ETS1	MMP9	Unknown	19757157
ETS1	MUC4	Activation	7848925
ETS1	MYB	Activation	18381358
ETS1	NDRG1	Repression	20842667
ETS1	NKX3-1	Activation	11973649;24448423
ETS1	PARP1	Activation	10435618
ETS1	PARP1	Repression	12609849
ETS1	PF4	Activation	23848403
ETS1	PF4	Unknown	10211993;11556732
ETS1	PLAU	Unknown	12200232
ETS1	PRL	Activation	21401636
ETS1	PRL	Unknown	15072578;8063775
ETS1	PTHLH	Activation	11590145
ETS1	PTHLH	Unknown	21732343
ETS1	RHOC	Activation	7935445
ETS1	SLC26A3	Activation	14644509
ETS1	SPRY2	Unknown	9762895
ETS1	SQSTM1	Unknown	18567809
ETS1	TAF12	Unknown	18698092
ETS1	TBXA2R	Activation	14586398
ETS1	TBXAS1	Repression	20842112
ETS1	TERT	Repression	12843180
ETS1	TFAP2A	Activation	14976186
ETS1	TGFBR2	Activation	10508522
ETS1	TGFBR2	Unknown	11822868
ETS1	TMEM158	Activation	15001984
ETS1	TNC	Activation	10618716
ETS1	TNC	Unknown	12215452
ETS1	TNFSF14	Activation	10510472
ETS1	TP53	Unknown	1535773
ETS1	TRA	Activation	2237431
ETS1	TRA	Unknown	1409722
ETS1	TRB	Repression	9444957
ETS1	VWF	Unknown	10066431
ETS1	WAS	Unknown	18064385
ETS1	WT1	Activation	15003510
ETS2	ANGPT2	Activation	14507917
ETS2	ANPEP	Activation	12890557
ETS2	APP	Unknown	10725797
ETS2	CD163	Unknown	7867724
ETS2	CDK1	Unknown	11114728
ETS2	CDKN1A	Unknown	17370299
ETS2	CDKN2A	Unknown	15637148
ETS2	CGA	Activation	9677435
ETS2	CHRNE	Activation	12646185
ETS2	CSF2	Activation	7964503
ETS2	CSF3R	Activation	12438253
ETS2	CXCL8	Activation	9207063
ETS2	EGR1	Unknown	7731694
ETS2	ERG	Activation	19829305
ETS2	FLI1	Activation	9572487
ETS2	ICAM1	Activation	10657616
ETS2	IL12B	Unknown	10212281;19487701
ETS2	IL5	Activation	7970721
ETS2	LCK	Activation	12750288
ETS2	MDM2	Activation	21244711
ETS2	MMP1	Unknown	19939245;22108824
ETS2	MMP2	Unknown	10358095
ETS2	MMP3	Unknown	12438253
ETS2	MMP9	Activation	8114743
ETS2	MSR1	Activation	22108824
ETS2	MYC	Unknown	12737631
ETS2	PDE7A	Unknown	14611815
ETS2	TERT	Unknown	15294971
ETS2	TLR9	Unknown	10618716
ETS2	TNC	Unknown	10510472
ETS2	TP53	Unknown	9444957
ETS2	VWF	Unknown	17505060
ETV1	AR	Unknown	19763505
ETV1	CAT	Unknown	10913304
ETV3	MMP1	Unknown	18025162
ETV3	NFKB1	Repression	18025162
ETV3	RELA	Repression	8206588
ETV4	AGTR1	Activation	10842322
ETV4	BDKRB1	Unknown	9030974
ETV4	BTS1	Unknown	9339900
ETV4	CCND2	Activation	17467662
ETV4	CCND3	Activation	22075993
ETV4	EGLN1	Unknown	10655108;15235125;16632435;17168666
ETV4	ERBB2	Repression	7914192
ETV4	ERBB2	Unknown	8247540
ETV4	ETS1	Activation	9272862
ETV4	GBA	Unknown	9794472
ETV4	MMP1	Unknown	15756447;18425363
ETV4	MMP14	Activation	10506168;15317818
ETV4	MMP2	Unknown	11158322
ETV4	MMP7	Activation	12851697
ETV4	MMP7	Unknown	15461591
ETV4	MUC4	Activation	11234878
ETV4	PLAUR	Unknown	11274170
ETV4	PTGS2	Activation	7592648
ETV4	SYN2	Unknown	14678994
ETV4	TERT	Activation	14976186
ETV4	TGFBR2	Unknown	8810321
ETV4	TIMP2	Unknown	7896795
ETV4	TNF	Unknown	8895512
ETV4	VIM	Activation	9572487
ETV5	ICAM1	Activation	22968857
ETV5	MMP2	Unknown	16828711
ETV6	BBC3	Activation	16828711
ETV6	CDKN1A	Activation	20679491
ETV6	GAS2	Repression	17242174
ETV6	IGFBP5	Activation	20190817
ETV6	MAD2L1	Repression	22615925
ETV7	ETS1	Unknown	22615925
ETV7	ETS2	Unknown	22615925
ETV7	ETV6	Unknown	22178155
EVX1	GSC	Repression	9569031
EWSR1	ATF1	Unknown	17438102
EWSR1	CCK	Unknown	22327514
EWSR1	EGR2	Unknown	12966428
EWSR1	MITF	Activation	18591936
EWSR1	NR0B1	Unknown	22323082
EWSR1	PHLDA1	Repression	15021903
EWSR1	POU4F1	Unknown	14678994
EWSR1	TERT	Activation	10508522
EWSR1	TGFBR2	Repression	22514714
EZH2	ADAMTS1	Repression	17996646
EZH2	ADRB2	Repression	22144423
EZH2	ALDH1A1	Repression	22907428
EZH2	APC	Repression	23077658
EZH2	AXL	Activation	21406404
EZH2	BRCA1	Unknown	20132185;21697275
EZH2	CCND1	Activation	20132185
EZH2	CCNE1	Activation	21685935
EZH2	CDH1	Repression	21629038
EZH2	CDKN1A	Repression	22956625
EZH2	CDKN1A	Unknown	23289480
EZH2	CDKN2A	Repression	21697275
EZH2	CDKN2B	Repression	17911618;21266852
EZH2	CIITA	Repression	23788032
EZH2	CPEB1	Unknown	22144423
EZH2	DACT3	Repression	21546904
EZH2	FBXO32	Repression	24213577
EZH2	FBXO32	Unknown	21465172
EZH2	FOXC1	Repression	20132185
EZH2	HDAC1	Repression	22808286
EZH2	HOXB13	Repression	21903722
EZH2	IGFBP1	Unknown	24132643
EZH2	KPNB1	Activation	21629038
EZH2	MMP2	Activation	24499724
EZH2	MST1	Repression	23079660
EZH2	MYC	Repression	21289264
EZH2	PAX8	Unknown	21629038
EZH2	PCNA	Activation	22505648
EZH2	PEBP1	Repression	21216957
EZH2	PIP5K1C	Repression	18852463
EZH2	POLR3D	Unknown	21903722
EZH2	PRL	Unknown	22956625
EZH2	PTEN	Unknown	17676662
EZH2	RPLP0	Activation	18430739;20631058;22222375
EZH2	RUNX3	Repression	21232178
EZH2	SATB1	Repression	21515604
EZH2	SFRP1	Unknown	23836662
EZH2	SNAI2	Repression	22144423
EZH2	SSTR1	Repression	20132185
EZH2	TP53	Repression	24006445
EZH2	TP53	Unknown	23836662
EZH2	TWIST1	Repression	23424038
EZH2	VDR	Unknown	21377781
FHL2	CCND1	Repression	21377781
FHL2	CDKN1A	Activation	21377781
FHL2	CDKN1B	Activation	18752053
FHL2	NFKB1	Unknown	18752053
FHL2	RELA	Unknown	18499083
FIGLA	TCF3	Unknown	17438102
FLI1	CCK	Unknown	24058639
FLI1	COL1A2	Repression	16829517
FLI1	CTGF	Unknown	24058639
FLI1	EP300	Unknown	21536859
FLI1	ERG	Activation	22723308
FLI1	EYA3	Activation	19829305
FLI1	FLI1	Activation	23365673
FLI1	FOXM1	Activation	12724402
FLI1	GATA1	Activation	12359731
FLI1	GP6	Activation	10194443;15466856
FLI1	GP9	Activation	24058639
FLI1	HDAC1	Unknown	10022513
FLI1	HMOX1	Unknown	12447693
FLI1	ID2	Activation	15282325
FLI1	IGFBP3	Repression	20879862
FLI1	IL10	Activation	15466856
FLI1	ITGA2B	Unknown	22723308
FLI1	MIR708	Repression	15972796
FLI1	MMP1	Repression	15466856
FLI1	MPL	Activation	23848403
FLI1	PF4	Unknown	22323082
FLI1	PHLDA1	Repression	14678994
FLI1	TERT	Activation	14611815
FLI1	TERT	Unknown	10508522
FLI1	TGFBR2	Activation	10508522
FLI1	TGFBR2	Repression	1460048
FOS	ACTA1	Unknown	12087103
FOS	BATF3	Unknown	16911523
FOS	BCL2L1	Unknown	20188076
FOS	CASP9	Activation	1360635
FOS	CCK	Activation	7693011
FOS	CCK	Unknown	20188076;21474819
FOS	CCND1	Repression	11160303
FOS	CD40LG	Unknown	10406964
FOS	CLU	Repression	21757709
FOS	CREM	Activation	18292576
FOS	CRP	Unknown	9651321
FOS	CSTA	Unknown	12218154
FOS	CXCL8	Unknown	12135113
FOS	CYP1A2	Unknown	20188076
FOS	DDIT3	Activation	20976523
FOS	ERCC4	Activation	19164283
FOS	EZR	Activation	10903433
FOS	FAS	Activation	10753873
FOS	FGFBP1	Unknown	19136250
FOS	VEGFD	Unknown	20188076
FOS	FMO4	Activation	2498646
FOS	FOS	Repression	22577344
FOS	FOXA1	Unknown	8206948
FOS	GSTP1	Unknown	20188076
FOS	HSPH1	Activation	8688489
FOS	IL1A	Unknown	22721266
FOS	LRIG2	Unknown	8836133
FOS	MELTF	Unknown	19028685
FOS	MMP1	Activation	9334186
FOS	MMP1	Unknown	9334186
FOS	MMP3	Unknown	11774399
FOS	MMP7	Unknown	18809380;21238464
FOS	MMP9	Activation	21474819
FOS	MMP9	Repression	10935492;11774399
FOS	MMP9	Unknown	2498162
FOS	MYC	Repression	8180132
FOS	NEFL	Activation	20188076
FOS	NFKB1	Repression	2111020
FOS	NGF	Unknown	12788789
FOS	NOS2	Activation	9776360
FOS	NOS2	Repression	1530876
FOS	NPPA	Unknown	8036020
FOS	NPY	Unknown	8004128
FOS	NQO1	Unknown	7733919
FOS	NTF3	Unknown	7791794
FOS	NTS	Unknown	10218980
FOS	OXTR	Unknown	1325459
FOS	PCK2	Unknown	8476854
FOS	PDHA1	Unknown	14684847
FOS	PGR	Unknown	11774399
FOS	PLAU	Unknown	10471035
FOS	PLAUR	Unknown	9620167
FOS	PTGS2	Activation	11278336;12057991;17556653
FOS	PTGS2	Unknown	12454857
FOS	SLC10A2	Repression	11854297
FOS	SMAD4	Unknown	15579469
FOS	SMAD7	Activation	22171135
FOS	SOX7	Activation	9988737
FOS	SPI1	Repression	9889002
FOS	SPRR3	Unknown	15681805
FOS	SRR	Activation	19150388
FOS	STAR	Unknown	10348347
FOS	TP53	Unknown	20826776
FOSB	CXCL8	Activation	10843986
FOSB	TGFB1	Unknown	11337499
FOSB	TIMP1	Repression	10051488
FOSB	TIMP1	Unknown	10406964
FOSL1	CLU	Unknown	23116973
FOSL1	EZH2	Unknown	16054171
FOSL1	GCLC	Unknown	23319049
FOSL1	ITGAV	Repression	23319049
FOSL1	ITGB3	Repression	10816578;15790882
FOSL1	IVL	Unknown	18802113
FOSL1	MMP1	Unknown	10471035;11234878
FOSL1	PLAUR	Unknown	10915785
FOSL1	SFTPD	Unknown	22493372
FOSL2	BCL6	Activation	17434164
FOSL2	BRCA1	Activation	22493372
FOSL2	CCR4	Activation	10406964
FOSL2	CLU	Unknown	13679379
FOSL2	FOSL1	Activation	23485603
FOSL2	IBSP	Unknown	10491186
FOSL2	IL5	Unknown	10816578
FOSL2	IVL	Unknown	22493372
FOSL2	MDM2	Activation	22493372
FOSL2	MYB	Activation	12788789
FOSL2	NOS2	Activation	11234878
FOSL2	PLAUR	Unknown	10843986
FOSL2	TGFB1	Unknown	11337499
FOSL2	TIMP1	Repression	19487245
FOSL2	UGT2B15	Activation	24807696
FOXA1	ABCA1	Repression	16222343
FOXA1	AGR2	Unknown	8441395
FOXA1	APOB	Activation	19127412
FOXA1	BCL2	Repression	16331276
FOXA1	BRCA1	Unknown	22596188
FOXA1	CCNG2	Unknown	24440874
FOXA1	CFTR	Repression	20501593;24290378
FOXA1	ESR1	Unknown	15828872;21824252
FOXA1	GCG	Unknown	19486887
FOXA1	HSPA1A	Activation	20043065
FOXA1	KRT7	Activation	24512546
FOXA1	MYC	Unknown	8495744
FOXA1	NF1	Activation	23358112
FOXA1	NKX2-1	Unknown	21947652
FOXA1	RET	Unknown	19917725
FOXA1	RPRM	Repression	8910619
FOXA1	SERPINC1	Repression	18003659
FOXA1	SFTPB	Activation	10073575
FOXA1	TFF1	Unknown	20736324
FOXA1	UGT2B15	Unknown	20628005
FOXA1	UGT2B17	Activation	24807696
FOXA2	ABCA1	Repression	16222343
FOXA2	AGR2	Unknown	7961760
FOXA2	APOA1	Unknown	20160041
FOXA2	CDH1	Activation	24440874
FOXA2	CFTR	Repression	11093745
FOXA2	COL18A1	Unknown	15828872
FOXA2	GCG	Unknown	20382118
FOXA2	GFER	Unknown	22268124
FOXA2	MMP7	Activation	23358112
FOXA2	NKX2-1	Unknown	11595170
FOXA2	NR5A2	Activation	22911885
FOXA2	PAX6	Repression	8910619
FOXA2	SERPINC1	Repression	16741617
FOXA2	SLCO1B3	Unknown	20074681
FOXA2	SOX14	Activation	22951069
FOXA2	TCF7L2	Unknown	10073575
FOXA2	TFF1	Unknown	8602863
FOXA2	TPO	Activation	19706729
FOXA3	CYP3A4	Unknown	19706729
FOXA3	CYP3A7	Unknown	17000708
FOXC1	FGF19	Activation	17993506;21837767
FOXC1	FOXO1	Unknown	20213583
FOXC2	ANGPT2	Unknown	21255642
